,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
1018,23.0,male,United States of America,No,I don't know,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,No,Physical health,No,3.0,2.0,Yes,No,22-25
1019,44.0,male,United States of America,Don't Know,No,no,no,Not applicable to me,More than 1000,no,yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,Maybe,43-100
1020,38.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,More than 1000,no,yes,No,yes,Yes,Yes,Neither easy nor difficult,Maybe,"Yes, I observed","Yes, I observed",Same level of comfort for each,No,5.0,5.0,Yes,Maybe,26-42
1021,46.0,male,United States of America,No,Yes,yes,no,Rarely,500-1000,no,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,8.0,8.0,Yes,No,43-100
1022,27.0,trans,United States of America,Yes,I don't know,yes,no,Sometimes,500-1000,no,yes,No,yes,I don't know,I don't know,Somewhat difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,5.0,Maybe,Yes,26-42
1023,39.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,no,yes,Yes,I don't know,Yes,Yes,Difficult,Maybe,"Yes, I observed","Yes, I observed",Physical health,No,7.0,2.0,Maybe,No,26-42
1024,33.0,female,United States of America,Possibly,Yes,yes,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,I don't know,No,"Yes, I experienced",No,Physical health,No,10.0,2.0,No,Yes,26-42
1025,38.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1026,35.0,male,United Kingdom,No,No,no,no,Not applicable to me,26-100,no,no,No,no,No,I don't know,Difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,9.0,4.0,No,No,26-42
1027,32.0,male,Czech Republic,Yes,No,yes,no,Sometimes,More than 1000,yes,no,No,no,No,I don't know,Neither easy nor difficult,Maybe,"Yes, I experienced",No,Physical health,No,7.0,3.0,No,Maybe,26-42
1028,26.0,female,United States of America,Yes,I don't know,no,no,Rarely,More than 1000,yes,yes,Yes,I don't know,No,I don't know,Somewhat easy,No,"Yes, I observed","Yes, I observed",Physical health,No,5.0,5.0,No,No,26-42
1029,50.0,trans,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,no,I don't know,I don't know,Somewhat difficult,Maybe,"Yes, I observed",No,Physical health,No,4.0,3.0,Maybe,Yes,43-100
1030,31.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,I don't know,Yes,I don't know,I don't know,I don't know,Somewhat easy,Yes,No,"Yes, I experienced",Physical health,No,9.0,8.0,Yes,No,26-42
1031,46.0,male,Romania,Don't Know,Yes,no,no,Not applicable to me,More than 1000,yes,I don't know,No,yes,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Physical health,No,8.0,3.0,Maybe,No,43-100
1032,30.0,male,United States of America,Yes,Yes,yes,no,Rarely,26-100,yes,yes,No,no,No,Yes,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,No,7.0,4.0,No,Maybe,26-42
1033,30.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,No,no,I don't know,I don't know,Somewhat difficult,Maybe,No,"Yes, I observed",Physical health,No,8.0,5.0,Maybe,No,26-42
1034,34.0,male,Germany,Yes,No,yes,no,Rarely,100-500,yes,no,No,no,No,I don't know,Neither easy nor difficult,Maybe,"Yes, I observed","Yes, I observed",Physical health,Maybe,8.0,4.0,Yes,No,26-42
1035,42.0,male,United Kingdom,No,No,no,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,Yes,Difficult,No,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,4.0,No,Maybe,26-42
1036,24.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,No,Somewhat difficult,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,8.0,6.0,Maybe,No,22-25
1037,30.0,male,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,Yes,26-42
1038,23.0,male,Canada,Don't Know,I don't know,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,I don't know,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,Maybe,8.0,7.0,Maybe,No,22-25
1039,31.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,no,No,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,10.0,6.0,No,Yes,26-42
1040,31.0,male,Finland,Possibly,I don't know,no,no,Rarely,26-100,yes,no,No,no,No,I don't know,I don't know,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,2.0,6.0,No,Maybe,26-42
1041,27.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,no,I don't know,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I observed",Physical health,Maybe,5.0,4.0,Maybe,Yes,26-42
1042,26.0,male,Pakistan,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1043,52.0,female,United States of America,No,Yes,no,no,Not applicable to me,500-1000,no,yes,Yes,no,Yes,I don't know,Somewhat difficult,No,"Yes, I observed",No,Physical health,No,10.0,1.0,Maybe,Yes,43-100
1044,28.0,male,Belgium,Don't Know,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,Yes,7.0,5.0,Yes,Maybe,26-42
1045,37.0,male,United States of America,Possibly,I don't know,no,no,Rarely,1-5,yes,no,No,no,I don't know,I don't know,I don't know,No,"Yes, I observed",No,Physical health,No,4.0,5.0,No,No,26-42
1046,37.0,male,Canada,No,No,no,no,Not applicable to me,500-1000,no,no,No,yes,Yes,No,Somewhat easy,Maybe,No,No,Physical health,Maybe,6.0,7.0,Maybe,No,26-42
1047,38.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,no,yes,Yes,no,No,Yes,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,8.0,4.0,Yes,Maybe,26-42
1048,57.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,43-100
1049,34.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
1050,38.0,female,Germany,No,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,no,Yes,I don't know,Difficult,No,"Yes, I observed",No,Same level of comfort for each,No,5.0,5.0,No,Yes,26-42
1051,30.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,26-100,yes,I don't know,No,no,I don't know,Yes,Neither easy nor difficult,Maybe,"Yes, I observed",No,Physical health,No,4.0,5.0,Maybe,No,26-42
1052,52.0,male,United States of America,Possibly,No,no,no,Rarely,More than 1000,no,yes,Yes,yes,I don't know,Yes,Somewhat easy,No,No,No,Physical health,No,8.0,7.0,No,Yes,43-100
1053,31.0,female,United States of America,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
1054,29.0,male,Germany,No,I don't know,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,Yes,7.0,5.0,Yes,No,26-42
1055,26.0,female,United Kingdom,Don't Know,Yes,no,no,Not applicable to me,6-25,yes,I don't know,No,no,No,I don't know,Difficult,No,No,No,Physical health,No,1.0,1.0,No,Maybe,26-42
1056,29.0,female,United States of America,Yes,I don't know,yes,no,Often,26-100,no,yes,No,no,No,Yes,Somewhat difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1057,44.0,male,United States of America,Yes,Yes,yes,no,Often,More than 1000,yes,yes,Yes,no,No,Yes,I don't know,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,8.0,5.0,Yes,Yes,43-100
1058,18.0,trans,Canada,Possibly,I don't know,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,I've always been self-employed,Physical health,Maybe,7.0,5.0,Yes,Maybe,18-21
1059,42.0,male,Australia,Yes,Yes,yes,no,Rarely,More than 1000,yes,no,No,yes,I don't know,Yes,Very easy,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,No,7.0,7.0,Yes,No,26-42
1060,30.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,6-25,no,yes,Yes,no,No,Yes,Somewhat easy,No,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,6.0,No,Maybe,26-42
1061,29.0,male,United States of America,Yes,I don't know,yes,no,Never,100-500,yes,yes,No,yes,Yes,I don't know,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,Maybe,6.0,7.0,Yes,No,26-42
1062,27.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,"Yes, I experienced",Same level of comfort for each,No,7.0,4.0,Yes,No,26-42
1063,39.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Maybe,"Yes, I experienced","Yes, I observed",Physical health,No,9.0,7.0,Maybe,Yes,26-42
1064,40.0,female,United States of America,No,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,yes,No,Yes,Very easy,No,"Yes, I observed","Yes, I observed",Physical health,No,5.0,5.0,Yes,No,26-42
1065,36.0,female,United States of America,Possibly,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,Yes,I don't know,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,7.0,4.0,Maybe,No,26-42
1066,48.0,female,United States of America,Don't Know,No,no,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,No,Physical health,No,7.0,5.0,Yes,Yes,43-100
1067,43.0,male,United States of America,Don't Know,No,no,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,Maybe,7.0,7.0,Yes,No,43-100
1068,38.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,8.0,6.0,Maybe,Yes,26-42
1069,42.0,male,United States of America,No,I don't know,yes,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,Maybe,6.0,6.0,Yes,No,26-42
1070,46.0,male,United Kingdom,Yes,I don't know,yes,no,Sometimes,500-1000,yes,no,No,yes,Yes,Yes,Neither easy nor difficult,Yes,"Yes, I experienced",Maybe/Not sure,Physical health,Yes,8.0,5.0,Maybe,Maybe,43-100
1071,30.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,no,Yes,Yes,Difficult,Yes,"Yes, I observed","Yes, I observed",Physical health,No,5.0,7.0,No,No,26-42
1072,25.0,male,United Kingdom,Yes,Yes,yes,no,Rarely,6-25,no,no,Yes,no,No,No,Difficult,Yes,"Yes, I observed",No,Physical health,Maybe,4.0,0.0,No,Yes,22-25
1073,28.0,male,Canada,Don't Know,Yes,no,no,Not applicable to me,500-1000,yes,yes,Yes,yes,Yes,Yes,Very easy,Maybe,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,9.0,9.0,Maybe,No,26-42
1074,24.0,female,Germany,Possibly,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,No,I don't know,Neither easy nor difficult,Yes,"Yes, I observed","Yes, I observed",Same level of comfort for each,Yes,5.0,5.0,Maybe,Yes,22-25
1075,26.0,male,United Kingdom,No,Yes,no,no,Not applicable to me,1-5,yes,I don't know,No,no,No,I don't know,Difficult,No,No,No,Physical health,Maybe,3.0,6.0,Yes,No,26-42
1076,43.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,Yes,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,5.0,1.0,Maybe,Yes,43-100
1077,25.0,female,United States of America,Yes,I don't know,yes,no,Often,More than 1000,no,yes,Yes,no,Yes,I don't know,I don't know,No,No,"Yes, I experienced",Physical health,No,8.0,5.0,No,Maybe,22-25
1078,34.0,male,United States of America,Yes,Yes,no,no,Rarely,More than 1000,no,yes,No,yes,I don't know,I don't know,I don't know,No,No,No,Physical health,No,7.0,6.0,No,No,26-42
1079,28.0,female,United States of America,No,No,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,I don't know,Yes,Very easy,Yes,Maybe/Not sure,Maybe/Not sure,Physical health,No,8.0,8.0,No,No,26-42
1080,27.0,male,South Africa,Yes,I don't know,yes,no,Sometimes,26-100,yes,no,No,no,No,Yes,Somewhat difficult,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,Maybe,5.0,5.0,Yes,No,26-42
1081,22.0,male,India,Don't Know,No,no,no,Sometimes,26-100,yes,no,No,yes,Yes,Yes,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,6.0,8.0,Maybe,No,22-25
1082,24.0,female,Romania,No,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,Yes,Yes,Very easy,Yes,No,No,Physical health,No,8.0,5.0,No,No,22-25
1083,33.0,female,Pakistan,Yes,No,no,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,Yes,26-42
1084,41.0,male,Germany,Possibly,No,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,Maybe,7.0,5.0,Yes,No,26-42
1085,26.0,female,United Kingdom,Possibly,I don't know,no,no,Often,26-100,yes,no,No,no,I don't know,I don't know,I don't know,No,"Yes, I observed",I've always been self-employed,Physical health,No,2.0,1.0,No,No,26-42
1086,39.0,male,United States of America,Yes,I don't know,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,Maybe,26-42
1087,24.0,male,United States of America,Possibly,No,no,no,Not applicable to me,1-5,yes,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,1.0,7.0,Maybe,No,22-25
1088,54.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,I don't know,No,no,No,I don't know,I don't know,Yes,"Yes, I experienced",Maybe/Not sure,Physical health,Yes,5.0,3.0,No,Maybe,43-100
1089,47.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,Yes,yes,Yes,I don't know,Somewhat easy,Yes,"Yes, I observed","Yes, I experienced",Physical health,Maybe,7.0,5.0,Yes,Yes,43-100
1090,33.0,male,Sweden,No,No,no,no,Not applicable to me,More than 1000,yes,no,No,no,No,I don't know,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Yes,8.0,5.0,Yes,No,26-42
1091,30.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,no,No,Yes,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,6.0,3.0,Yes,No,26-42
1092,48.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,More than 1000,no,yes,Yes,no,I don't know,I don't know,I don't know,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,5.0,5.0,No,No,43-100
1093,35.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,More than 1000,yes,I don't know,No,I don't know,Yes,Yes,Somewhat easy,Yes,No,No,Physical health,Maybe,6.0,3.0,Yes,No,26-42
1094,34.0,male,United States of America,No,I don't know,no,no,Not applicable to me,26-100,no,I don't know,No,no,I don't know,I don't know,Somewhat easy,Yes,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
1095,31.0,male,Serbia,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,No,26-42
1096,25.0,male,United States of America,Possibly,Yes,no,no,Not applicable to me,500-1000,yes,yes,Yes,no,No,Yes,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,8.0,7.0,Maybe,No,22-25
1097,48.0,male,Spain,Yes,Yes,yes,no,Never,More than 1000,yes,no,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,5.0,No,Maybe,43-100
1098,34.0,male,United States of America,Yes,I don't know,yes,no,Rarely,100-500,no,yes,No,yes,I don't know,I don't know,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Maybe,Maybe,26-42
1099,42.0,male,United States of America,No,Yes,yes,no,Rarely,100-500,yes,yes,Yes,no,No,I don't know,Difficult,No,"Yes, I observed",No,Physical health,No,2.0,1.0,No,Yes,26-42
1100,27.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,I don't know,No,no,No,I don't know,Very easy,Yes,No,"Yes, I observed",Physical health,No,5.0,5.0,Maybe,No,26-42
1101,33.0,female,United States of America,Possibly,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,No,Yes,Somewhat difficult,Maybe,No,No,Same level of comfort for each,No,8.0,5.0,Yes,No,26-42
1102,27.0,female,United States of America,Yes,I don't know,yes,no,Rarely,26-100,yes,yes,Yes,no,I don't know,I don't know,Very easy,Yes,"Yes, I observed",No,Physical health,No,5.0,4.0,Maybe,No,26-42
1103,48.0,male,United States of America,Possibly,I don't know,no,no,Sometimes,500-1000,yes,yes,No,no,No,I don't know,I don't know,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,4.0,3.0,No,No,43-100
1104,32.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,No,Yes,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,5.0,3.0,Maybe,Yes,26-42
1105,29.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,No,yes,I don't know,I don't know,Somewhat difficult,Yes,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,7.0,6.0,Maybe,No,26-42
1106,36.0,female,United States of America,Yes,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Maybe,26-42
1107,29.0,female,United Kingdom,Yes,I don't know,yes,yes,Never,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,No,26-42
1108,23.0,female,Canada,Possibly,No,no,no,Sometimes,100-500,yes,I don't know,No,no,No,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,7.0,Yes,Maybe,22-25
1109,50.0,female,United States of America,Possibly,I don't know,no,no,Rarely,More than 1000,no,yes,No,I don't know,Yes,Yes,Somewhat difficult,No,"Yes, I observed","Yes, I observed",Physical health,No,7.0,7.0,Maybe,Yes,43-100
1110,24.0,female,Jordan,No,No,no,yes,Never,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,5.0,Yes,Maybe,22-25
1111,29.0,female,Hungary,No,No,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,I don't know,No,No,Maybe/Not sure,Physical health,No,6.0,5.0,No,No,26-42
1112,42.0,female,United States of America,Possibly,Yes,no,no,Not applicable to me,More than 1000,no,yes,No,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,Maybe,9.0,7.0,Maybe,No,26-42
1113,35.0,male,Australia,Possibly,No,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,Maybe,7.0,5.0,Yes,No,26-42
1114,22.0,male,United States of America,Don't Know,I don't know,no,no,Not applicable to me,100-500,yes,I don't know,No,no,I don't know,I don't know,Very easy,Maybe,No,No,Physical health,Maybe,9.0,5.0,Maybe,No,22-25
1115,39.0,female,United States of America,Yes,I don't know,yes,no,Rarely,500-1000,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,10.0,10.0,Yes,No,26-42
